name,categories,subcategories,regions,online_redeem,voucher_min,voucher_max,top_products,url
המרכז למיינדפולנס,סדנאות והעשרה|לגוף ולנפש,יועצים|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה|מרכז",no,1,1500,מפגש תרגול פרטני (400); קורס חמלה עצמית מבוססת מיינדפולנס (2820); קורס מיינדפולנס MBSR פרונטלי (2820),https://buyme.co.il/supplier/7522022
הצוללת הצהובה - המקום למוזיקה,תרבות ופנאי,,ירושלים והסביבה,no,1,1500,הופעה זוגית (180); הופעה זוגית זהב כולל דרינק (230); 3 שעות אולפן (420),https://buyme.co.il/supplier/7755414
הקתדרה- מפגשים מהסוג האינטלקטואלי,חוויות|סדנאות והעשרה|לגוף ולנפש|תרבות ופנאי,סדנאות והעשרה|העשרה|סדנאות והעשרה,מרכז,no,1,1500,"Gift Card להרצאות של ד""ר יערה קידר (360); 4 הרצאות לבחירה (360)",https://buyme.co.il/supplier/3651898
מסעדת שופן,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,הנגב|דרום,no,1,1000,,https://buyme.co.il/supplier/7299613
התרבוש,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סיורים |סדנאות והעשרה,"ת""א והסביבה|מרכז",no,1,1500,סיור שחקן- חוויה ידע והומור (130); סיור זוגי עם שחקן- חוויה ידע והומור (260); סיור קולינרי בשווקים של העיר- מגרה טעים ואותנטי (225),https://buyme.co.il/supplier/8588667
VIVINO זיכרון יעקב,מסעדות וקולינריה,מסעדות ומזון מהיר,חיפה והסביבה|צפון|מימוש אונליין,yes,1,1001,,https://buyme.co.il/supplier/3657311
חוות צוק- המסעדה,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה|מרכז|השרון והסביבה",no,1,1500,,https://buyme.co.il/supplier/7811062
TOUS,אופנה ושופינג,תכשיטים ושעונים,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/8505365
טיליה,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"ת""א והסביבה|מרכז",no,1,1500,כניסת יחיד לשיעורי הסטודיו (65); כרטיסיית 5 כניסות לשיעורי הסטודיו (250); 50 דקות טיפול ליחיד (250),https://buyme.co.il/supplier/1564210
חשמל נטו,לבית,חשמל ואלקטרוניקה,"ת""א והסביבה|מרכז|צפון|דרום",no,1,1500,,https://buyme.co.il/supplier/915
טלי רוקני,אופנה ושופינג,אופנת בוטיק ישראלית,"ת""א והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/2612
יוגה צחוק,חוויות|סדנאות והעשרה|לגוף ולנפש,סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|אילת והערבה",no,1,1500,סדנת יוגה צחוק זוגית/ לשני משתתפים (2100); סדנת יוגה צחוק ל-3-9 משתתפים (2300); סדנת יוגה צחוק ל-10-30 משתתפים (2800),https://buyme.co.il/supplier/8073900
לבנדר,טיפוח ויופי,,"ת""א והסביבה|מרכז|צפון|השרון והסביבה",no,1,1500,טיפוח לגבר עד הבית (261); פינוק ליולדת ולתינוק עד הבית (311); טיפוח עד הבית (222),https://buyme.co.il/supplier/1690552
Laguna Sea Sports,חוויות|לגוף ולנפש,חוויות אקסטרים|אימוני כושר,מרכז,no,1,1500,קורס גלישת גלים פרטי (1050); שיעור פרטי בגלישת גלים (290); קורס SUP ליחיד (790),https://buyme.co.il/supplier/2932149
לובלינסקי,לבית,כלי בישול ומטבח,"ת""א והסביבה|מרכז",no,1,1001,סט 2 סכיני GLOBAL יפן- כולל משלוח (929); מארז הבישול המושלם | BEROX (419); מארז לטבח המקצועי | BEROX (399),https://buyme.co.il/supplier/5285532
לייזר טאג פולג- לוחמה אורבנית,חוויות,חוויות אקסטרים,השרון והסביבה,no,1,1200,משחק בודד לזוג משתתפים (120); משחק בודד לארבעה משתתפים (240); משחק כפול לזוג משתתפים (180),https://buyme.co.il/supplier/7939413
לרקוד מהלב,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה",no,1,1051,סדנה פרטית קסומה ורומנטית באורך שעה (320); סדנה פרטית קסומה ורומנטית באורך שעה וחצי (420); חבילה למתחתנים- שדרגו את הרגע הכי מיוחד (1250),https://buyme.co.il/supplier/6907721
מדיטק חולון,,,מרכז,no,1,1500,כרטיס זוגי לתיאטרון המדיטק (150); כרטיס זוגי לסרט (76); כרטיס זוגי למוזיאון העיצוב (90),https://buyme.co.il/supplier/2032521
מושלמת,טיפוח ויופי,,"ת""א והסביבה|מרכז",no,1,1500,מניקור אקספרס (119); מניקור מלא ומריחת לק ג'ל (209); פדיקור אקספרס (129),https://buyme.co.il/supplier/7390540
מזרני Camp David,לבית,ריהוט,"מרכז|מודיעין, השפלה והסביבה",no,1,1500,קמפ ספרינג מזרן זוגי אורתופדי (890); קלאס ספרינג מזרן זוגי אורתופדי (1290); לגז'רי בוטיק מזרן זוגי קשיח אורתופדי (1690),https://buyme.co.il/supplier/2363765
מחבואים בחשיכה,חוויות,חוויות אקסטרים,"ת""א והסביבה|מרכז",no,1,1500,משחק ל- 6 משתתפים (540),https://buyme.co.il/supplier/3250276
מטרונום סטודיו,סדנאות והעשרה,העשרה|סדנאות וקורסים,"מרכז|ת""א והסביבה|מודיעין, השפלה והסביבה",no,1,1001,סדנת תופים ליחיד (500),https://buyme.co.il/supplier/2488985
מי קאסה - קפה בחצר,מסעדות וקולינריה,בתי קפה,השרון והסביבה,no,1,1500,בוקר בחצר זוגית (182); בוקר בחצר טבעוני (182); בוקר גבינות (299),https://buyme.co.il/supplier/3760353
מיטחברת,לבית|תינוקות וילדים,ריהוט חדרי ילדים,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|אילת והערבה|סניפים בפריסה ארצית",no,1,1500,3 חודשי השכרת עריסה מיטחברת גולד (530); 3 חודשי השכרת עריסה מיטחברת קלאסית (400),https://buyme.co.il/supplier/7496223
Mixta - סדנאות קוקטיילים פתוחות,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חנויות קולינריה ואלכוהול|חוויות קולינריות|חוויות קולינריות|סדנאות והעשרה|סדנאות והעשרה,מרכז|השרון והסביבה,no,1,1500,סדנת קוקטיילים זוגית פרטית (1200); סדנת קוקטיילים זוגית סגנון קריביאן תור (379); סדנת קוקטיילים קראפט זוגית (399),https://buyme.co.il/supplier/8089074
מלון White Villa,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה|מרכז",no,1,1500,לילה לזוג בחדר דלקס וארוחת בוקר (1820); לילה לזוג בחדר גרנד דלקס וארוחת בוקר (1990); לילה לזוג בחדר גרדן לופט וארוחת בוקר (2520),https://buyme.co.il/supplier/2745267
מלון גורדון אין,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה|מרכז",no,1,1001,,https://buyme.co.il/supplier/2370996
מלון ומוזיאון דונה גרציה,מלונות ונופש|חוויות,מלונות בוטיק,הגליל והגולן|צפון,no,1,1500,סיור זוגי במוזיאון דונה גרציה (75); כניסה משפחתית למוזיאון דונה גרציה (150); לילה זוגי וכניסה למוזיאון (670),https://buyme.co.il/supplier/6271102
מלון משכנות רות דניאל,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה|מרכז",no,1,1500,"לינה לזוג באמצ""ש (450); לילה לזוג בסופ""ש (550)",https://buyme.co.il/supplier/7874328
Colony Hotel,מלונות ונופש,מלונות בוטיק,צפון|חיפה והסביבה,no,1,1500,"אירוח זוגי ללילה בסופ""ש (850); אירוח זוגי ללילה באמצ""ש (700)",https://buyme.co.il/supplier/7649315
The Schumacher Hotel,מלונות ונופש,מלונות בוטיק,צפון|חיפה והסביבה,no,1,1500,"Pampering package - סופ""ש (1850); Pampering package - אמצע שבוע (1650); Day Spa (690)",https://buyme.co.il/supplier/9128882
יקב בן חיים,מסעדות וקולינריה|חוויות,יקבים ומבשלות|יקבים ומבשלות,השרון והסביבה|מרכז|פתח תקווה ובקעת אונו,no,1,1500,מארז יינות זוגי עד הבית (269); מארז מיקס יינות בן-חיים עד הבית (650); מארז יינות לבנים בן-חיים עד הבית (350),https://buyme.co.il/supplier/7305888
מלון שטרקמן ארנה,מלונות ונופש,מלונות בוטיק,צפון|חיפה והסביבה,no,1,1500,"ארוחת בוקר ועיסוי זוגי (850); לילה זוגי באמצ""ש בחדר מסוג אקזקיוטיב (980); לילה זוגי בחדר אקזקיוטיב ועיסוי מפנק באמצ""ש (1640)",https://buyme.co.il/supplier/6605097
מסעדת ארסטו קיסריה,מסעדות וקולינריה,מסעדות שף|מסעדות כשרות,השרון והסביבה|צפון|חיפה והסביבה,no,1,1001,,https://buyme.co.il/supplier/4774158
Torii,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,ארוחת ערב זוגית (335); מגש מסיבה (474),https://buyme.co.il/supplier/3197628
מסעדת לוקס - מטבח מקומי שמח,מסעדות וקולינריה,מסעדות שף,צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/6798550
מסעדת נחמן בירושלים,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,ירושלים והסביבה,no,1,1300,ארוחת פסטה זוגית (210),https://buyme.co.il/supplier/6298342
Satya,מסעדות וקולינריה,מסעדות שף,ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/4827575
סיונרה,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,מרכז,no,1,1500,,https://buyme.co.il/supplier/5456666
ספא גלי כנרת,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,צפון|הגליל והגולן,no,1,1500,עיסוי פיוז'ן ליחיד (565); עיסוי פיוז'ן וארוחת בוקר ליחיד (705); עיסוי פיוז'ן וארוחת בוקר לזוג (1410),https://buyme.co.il/supplier/17573299
Pastel,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה|מרכז",no,1,1500,ארוחת זוגית צהריים + שתי כוסות יין (250),https://buyme.co.il/supplier/1543819
משק הלברכט,מסעדות וקולינריה|חוויות,חוויות קולינריות|חוויות קולינריות,"ת""א והסביבה|השרון והסביבה",no,1,1500,מהשוק המקומי (200); מהמטע ומן הכרם (195); לכל המשפחה - DIY (190),https://buyme.co.il/supplier/7759739
מסעדת ריפאבליק,מסעדות וקולינריה,מסעדות שף,מרכז|השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/6004507
מסעדת רשטא,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,ירושלים והסביבה,no,1,1000,,https://buyme.co.il/supplier/7010175
ספא דרך הגוף,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"מרכז|ת""א והסביבה",no,1,1001,עיסוי איורוודה Seed ליחיד (45 דק׳) (360); עיסוי אירוודה Seed לזוג (45 דק׳) (720); עיסוי איורוודה Seed ליחיד (60 דק׳) (450),https://buyme.co.il/supplier/829195
נאם,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה|מרכז|מימוש אונליין",yes,1,1001,,https://buyme.co.il/supplier/5019916
סטודיו בעלי המלאכה,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה",no,1,1500,סדנת טעימות דפוס רשת (280); סדנת מרתון דפוס רשת חד יומית ליחיד (480); סדנת מרתון דפוס רשת חד יומית לזוג (912),https://buyme.co.il/supplier/5608051
"ספא בית דרך חיים- נמל ת""א",ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"ת""א והסביבה|מרכז",no,1,1500,"עיסוי 45 דקות ליחיד (320); טיפול לזוג (45 דקות) (640); סדרת 3 עיסויים, בני 45 דקות כל אחד (960)",https://buyme.co.il/supplier/1497098
